account_id,account_name,tweet_time,tweet,keyword,account_lang,fake_follower,political_bot,spammer,bot_score
1525173437035077633,@Yazn_Amori,2022-05-13 17:57:38,"RT @Yazn_Amori: الايراني لايصالح 
الايراني عندما يمد يده لك اعلم انه يحضر لك خنجراً مسموماً
المؤمن لايلدغ من جحرٍ مرتين
ايران دولة توسعية ل…",['#الرياض'],ar,0.22,0.11,0.19,0.22
1525174226889629697,@ayman34783504,2022-05-13 18:00:46,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.54,0.4,0.2,0.59
1525174247123046400,@Mpwasxi11111_12,2022-05-13 18:00:51,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.84,0.38,0.17,0.84
1525174282808180737,@YazeedAlj,2022-05-13 18:01:00,جاده #الرياض تجي خاص لها كاش ونتفق على كل شي جاهز الان #كاش_يد_بيد,['#الرياض'],ar,0.51,0.0,0.78,0.84
1525174289770725380,@nxz2tqxypO4dmi6,2022-05-13 18:01:01,RT @PTT_Riyadh: حان الان وقت صلاة العشاء حسب التوقيت المحلي لـمدينة #الرياض  7:59 م https://t.co/eGPi1eH98h,['#الرياض'],ar,0.19,0.09,0.13,0.23
1525174426119053313,@nourkamar98,2022-05-13 18:01:34,احلى فانز بسمة و بدر و زينب و جوري #بوليفارد_المواهب #الرياض #تونس #عيد_ميلاد_نور_قمر,['#الرياض'],ar,0.41,0.19,0.3,0.82
1525174446893449216,@skr34487800,2022-05-13 18:01:39,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.45,0.15,0.19,0.65
1525185037003530242,@frh62798715,2022-05-13 18:43:44,"RT @mytoys__sa: سحب على مبلغ نقدي موزع بين ثلاث فائزين 

شروط المسابقة :
- متابعة الحساب .
- رتويت لهذه التغريدة .

آخر يوم للمسابقة بتاريخ…",['#الرياض'],en,0.48,0.3,0.15,0.49
1525185090229354496,@Gifu299,2022-05-13 18:43:56,"ابي افضفض لشخص كبير محترم🚶🏻‍♂️💔

 #فضفضه #طفش #سوالف #ثلاثيني #اربعيني #فويس #سناب #الخميس #الرياض #تبوك #ابها… https://t.co/Gdq94UvOEf",['#الرياض'],ar,0.39,0.02,0.48,0.96
1525185115407646720,@Gifu299,2022-05-13 18:44:02,"ابي افضفض لشخص كبير محترم🚶🏻‍♂️💔

 #فضفضه #طفش #سوالف #ثلاثيني #اربعيني #فويس #سناب #الخميس #الرياض #تبوك #ابها… https://t.co/LyXg7Bpm2t",['#الرياض'],ar,0.39,0.02,0.48,0.96
1525185137872359428,@Rahoofass9955,2022-05-13 18:44:08,"RT @ShraMhlat: شركه 
شراء_اثاث_مستعمل_بجميع أنواعه بأفضل الأسعار بالرياض 
⚘لشراء الأثاث 
⚘المستعمل⚘
⚘بالرياض⚘ 
⚘نشتري⚘
شراء اجهزة كهربائية…",['#الرياض'],ar,0.37,0.2,0.24,0.72
1525185204725374976,@n_a_n38,2022-05-13 18:44:24,"RT @ShraMhlat: شركه 
شراء_اثاث_مستعمل_بجميع أنواعه بأفضل الأسعار بالرياض 
⚘لشراء الأثاث 
⚘المستعمل⚘
⚘بالرياض⚘ 
⚘نشتري⚘
شراء اجهزة كهربائية…",['#الرياض'],ar,0.5,0.41,0.15,0.66
1525185216477798402,@dky6klcVq2IpDq4,2022-05-13 18:44:26,"مين تبي #شوقر_دادي تجي سناب اهم شي راجحي 

bood.1400 

#الجمعه_موعدنا #الرياض #الرياض_الان #الرياض_اليوم #جدة… https://t.co/QsheEKuRGU",['#الرياض'],ar,0.51,0.02,0.55,0.8
1525185258739613697,@Al_snafe31,2022-05-13 18:44:36,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.26,0.78,0.06,0.78
1525185287709663238,@Gifu299,2022-05-13 18:44:43,"ابي افضفض لشخص كبير محترم🚶🏻‍♂️💔

 #فضفضه #طفش #سوالف #ثلاثيني #اربعيني #فويس #سناب #الخميس #الرياض #تبوك #ابها… https://t.co/bt5GW9B3EM",['#الرياض'],ar,0.39,0.02,0.48,0.96
1525185299340566530,@amt10aq,2022-05-13 18:44:46,"RT @stayceemarie: شركة تنظيف مكيفات بالرياض
غسيل المكيفات اسبليت
تعبئة فريون
غسيل مجالس كنب
تنظيف شقق
نظافة فلل
غسيل خزانات مياه
ج/05075384…",['#الرياض'],ar,0.51,0.1,0.17,0.7
1525185302897229824,@aalhmely,2022-05-13 18:44:47,"حاليا يوجد شرح لمعادلة المقررات بالكليات التقنية عبر سنابي.. للمهتمين الدخول والاطلاع.

https://t.co/PjCaXU3xuO… https://t.co/GqCxwGIOGh",['#الرياض'],ar,0.05,0.02,0.02,0.11
1525185305929830403,@amt10aq,2022-05-13 18:44:48,"RT @barrero71: شركة تنظيف مكيفات بالرياض
غسيل المكيفات اسبليت
تعبئة فريون
غسيل مجالس كنب
تنظيف شقق
نظافة فلل
غسيل خزانات مياه
ج/0507538446…",['#الرياض'],ar,0.51,0.1,0.18,0.67
1525185306420383745,@Gifu299,2022-05-13 18:44:48,"ابي افضفض لشخص كبير محترم🚶🏻‍♂️💔

 #فضفضه #طفش #سوالف #ثلاثيني #اربعيني #فويس #سناب #الخميس #الرياض #تبوك #ابها… https://t.co/5D74kEuDQ9",['#الرياض'],ar,0.39,0.02,0.48,0.96
1525185321754939393,@AmalHas3481411,2022-05-13 18:44:51,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.2,0.37,0.08,0.42
1525185330332180482,@Gifu299,2022-05-13 18:44:53,"ابي افضفض لشخص كبير محترم🚶🏻‍♂️💔

 #فضفضه #طفش #سوالف #ثلاثيني #اربعيني #فويس #سناب #الخميس #الرياض #تبوك #ابها… https://t.co/DPJCQYM3sT",['#الرياض'],ar,0.39,0.02,0.48,0.96
1525185335382122496,@amt10aq,2022-05-13 18:44:55,"RT @gerrybarros: شركة تسليك مجاري بالرياض
تسليك حمامات بالضغط 
تسليك مطابخ 
تسليك غرف التفتيش بالضغط 
نظافة فلل
غسيل خزانات مياه
ج/05075384…",['#الرياض'],ar,0.5,0.12,0.13,0.69
1525185346950025216,@Gifu299,2022-05-13 18:44:57,"ابي افضفض لشخص كبير محترم🚶🏻‍♂️💔

 #فضفضه #طفش #سوالف #ثلاثيني #اربعيني #فويس #سناب #الخميس #الرياض #تبوك #ابها… https://t.co/U8oVtP7E7R",['#الرياض'],ar,0.39,0.02,0.48,0.96
1525187082657976320,@raid213rr,2022-05-13 18:51:51,"الإسم: مطعم هش برجر الرياض
التصنيف : مجموعات/ أفراد
النوع : مطعم برجر
الأسعار : متوسطة
الأطفال : مناسب
الموسيقى : ل… https://t.co/mHViUWEwfS",['#الرياض'],ar,0.6,0.23,0.13,0.8
1525187112877826049,@restaurantscorn,2022-05-13 18:51:58,"الإسم: مطعم منزل كارما الرياض
التصنيف : مجموعات/ أفراد
النوع : مطعم
الأسعار : متوسطة
الأطفال : مناسب
الموسيقى : يوج… https://t.co/1SbLeeeBA8",['#الرياض'],ar,0.41,0.17,0.09,0.69
1525189615874883584,@ielts1201,2022-05-13 19:01:55,بفضل الله شهادتك معانا رسميه تواصل الان واحجز شهادتك #ايلتس #السعودية #الرياض #الظهران_مول #الامارات #AD #كلبه… https://t.co/Q5HpgHyoEv,['#الرياض'],ar,0.71,0.0,0.75,0.8083333333333332
1525189638809432071,@sixwn_16,2022-05-13 19:02:01,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.79,0.47,0.18,0.79
1525189682115620864,@Abo_Ameeradeni,2022-05-13 19:02:11,"حذر الشيخ""على سالم الحريزي""من مؤامرة كبيرة تستهدف سيادة #اليمن،ودعا القيادي القبلي البارز الشعب اليمني الى أن يصحو… https://t.co/ZODgym2sYU",['#الرياض'],ar,0.68,0.04,0.25,0.77
1525191175409438722,@twt_h17,2022-05-13 19:08:07,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.88,0.49,0.24,0.88
1525191606688702465,@azdail1,2022-05-13 19:09:50,"RT @SD_shahen1: تنظيف الوحدات الداخليه
تنظيف الوحدات الخارجيه
حل مشكله تنقيط المياه من المكيف
تنظيف فلاتر المكيف
شحن فريون امريكي اصلي
شركة…",['#الرياض'],ar,0.14,0.12,0.06,0.27
1525191667497705473,@memo56525264,2022-05-13 19:10:04,"RT @SD_shahen1: تنظيف الوحدات الداخليه
تنظيف الوحدات الخارجيه
حل مشكله تنقيط المياه من المكيف
تنظيف فلاتر المكيف
شحن فريون امريكي اصلي
شركة…",['#الرياض'],ar,0.68,0.31,0.13,0.7
1525191722699046912,@somar55399,2022-05-13 19:10:18,"RT @dabbas60: الحاخام الصهيوني يشارك في العرضه النجديه. 
#السعودية #السعوديه #الرياض #الرياض_الآن #جدة #جده_lلان #نجد #الحجاز #الدمام #الخب…",['#الرياض'],ar,0.24,0.21,0.01,0.36
1525191723214856193,@muiUFjX0c6DohF8,2022-05-13 19:10:18,"مظلات وسواتر وجميع أنواع الحداده #مظلات #سواتر# #مظلات #سواتر ##مظلات #الرياض 2022

0504232395الرياض https://t.co/Vbtjo2cQa1",['#الرياض'],ar,0.64,0.17,0.27,0.73
1525192023912894464,@janoubco,2022-05-13 19:11:29,"أخبرنا هل كنت تعرف ذلك ؟
#إنارة
#إضاءة
#ديكور
#ديكور_داخلي
#اناره 
#انارة_منازل
#انارة_داخليه
#جدة
#الرياض… https://t.co/VfANqcEHMp",['#الرياض'],ar,0.34,0.07,0.27,0.79
1525192081072746496,@Ismuhu4hmad,2022-05-13 19:11:43,"RT @saleh1u1: اين..؟  😊

تحصل دائما معي. 

#السعودية #مصر #القاهرة #لبنان #بيروت #الامارات #ابوظبي #دبي #البحرين #الأردن #الرياض #يحدث_الآن…",['#الرياض'],ar,0.56,0.59,0.08,0.66
1525192120432205825,@Alkatheiryy,2022-05-13 19:11:52,"RT @ShahidAlmasirah: شاهد | السعودية سلام مع اليهود وحرب على اليمنيين

الجريمة #السعودية عبر التعذيب حتى الموت بحق عدد من المواطنين تأتي في…",['#الرياض'],ar,0.59,0.29,0.04,0.76
1525192128007217152,@y9g5kbkwjc,2022-05-13 19:11:54,"#الخبر اطلب الآن
 #سناب #الرياض
#السعودية
#السناب
#يوم_الجمعة
#محمد_بن_سلمان #مساء_الخير… https://t.co/hWtoO7eU7u",['#الرياض'],ar,0.52,0.02,0.63,0.63
1525192129319821313,@Ismuhu4hmad,2022-05-13 19:11:54,"RT @saleh1u1: ⚫️رحم الله شهداء مصر  وصبر أسرهم 
والخارجية #السعودية تدين الحادث الارهابي

اللهم احفظ مصر من كل مكروه وسوء وابعد عنها الفتن…",['#الرياض'],ar,0.56,0.59,0.08,0.66
1525192149670801408,@hnan03987385,2022-05-13 19:11:59,"RT @mytoys__sa: سحب على مبلغ نقدي موزع بين ثلاث فائزين 

شروط المسابقة :
- متابعة الحساب .
- رتويت لهذه التغريدة .

آخر يوم للمسابقة بتاريخ…",['#الرياض'],ar,0.44,0.45,0.15,0.56
1525192154561511424,@grigrislippy98,2022-05-13 19:12:01,"RT @SD_shahen1: تنظيف الوحدات الداخليه
تنظيف الوحدات الخارجيه
حل مشكله تنقيط المياه من المكيف
تنظيف فلاتر المكيف
شحن فريون امريكي اصلي
شركة…",['#الرياض'],ar,0.52,0.09,0.23,0.77
1525192192221925376,@azo69x,2022-05-13 19:12:09,"تجيي اوريك نقطه ؟🤤. 
#معصيتي_رIحتي #معصيتي_رIحتي #الرياض #القصيم #تبوك #جدة #ابها #عمه #كلبه #شوقر_دادي #لزلز #ليز #حائل #نودز",['#الرياض'],ar,0.8,0.01,0.58,0.8
1525192199696162817,@BBB____1993,2022-05-13 19:12:11,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.43,0.17,0.21,0.42
1525192264624095234,@Abdullah_jazza,2022-05-13 19:12:27,".
.

الشخص اللي قالك أنا مو مثلهم، شنو طلع .. !

.
.

#الكويت #السعودية #الامارات 
#تدل_دربها #يعقوب_بوشهري 
#عبدالرحمن_المطيري #الرياض",['#الرياض'],ar,0.17,0.05,0.01,0.24
1525192273796943872,@slmyalshhrany5,2022-05-13 19:12:29,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.45,0.23,0.21,0.52
1525192435902595072,@azz_bl,2022-05-13 19:13:08,"RT @restaurantscorn: الأسم : سيفيا كافيه - @civiacafe
التصنيف : عوائل – أفراد
 النوع : كافيه
 الاسعار :  مرتفعة
 الاطفال : مسموح
بارتشن: لا…",['#الرياض'],ar,0.18,0.25,0.06,0.58
1525192447718039553,@Oss_Saeed,2022-05-13 19:13:10,الشيخ #الحريزي يصف المجلس الرئاسي الذي شكلته #الرياض بالمليشيات، والذي لن يأتي منه الا كل شر.,['#الرياض'],ar,0.59,0.02,0.47,0.76
1525192475350028289,@ZXQ6cXFjEH0U4UI,2022-05-13 19:13:17,بسم الله ماشاء الله تبارك الله احسن شركة تنظيف بالرياض,['#الرياض'],ar,0.57,0.08,0.31,0.96
1525192487064707073,@ZXQ6cXFjEH0U4UI,2022-05-13 19:13:20,"RT @C5Eo2Ay5sHcrhKQ: شركة تنظيف مكيفات اسبيلت

شركة تنظيف مجالس بالرياض والخرج والمزاحميه
ومكافحة الحشرات والصراصير نمل وتركيب أشواك الحمام…",['#الرياض'],ar,0.57,0.08,0.31,0.96
1525192530408656898,@mhmdalrazhy2,2022-05-13 19:13:30,RT @Oss_Saeed: الشيخ #الحريزي يصف المجلس الرئاسي الذي شكلته #الرياض بالمليشيات، والذي لن يأتي منه الا كل شر.,['#الرياض'],ar,0.36,0.22,0.21,0.38
1525192577644888065,@nq_j5k,2022-05-13 19:13:41,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.38,0.43,0.15,0.5
1525192579477819393,@Noora45530941,2022-05-13 19:13:42,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.25,0.3,0.2,0.33
1525192635664715776,@themoon4123,2022-05-13 19:13:55,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.29,0.32,0.07,0.46
1525193497233575939,@ebnrizk6,2022-05-13 19:17:21,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.54,0.33,0.14,0.54
1525194088169062400,@live0x,2022-05-13 19:19:42,اشتقت للرياض شوق مقدر اتحمله 🥺💔 #الرياض,['#الرياض'],ar,0.12,0.02,0.01,0.08
1525194479166230531,@saffa_067,2022-05-13 19:21:15,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.47,0.49,0.17,0.62
1525194510480953344,@mwdy69162448,2022-05-13 19:21:22,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.45,0.33,0.18,0.68
1525194575668727816,@smah777295,2022-05-13 19:21:38,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.42,0.36,0.2,0.64
1525194619067240449,@alm_tfayll,2022-05-13 19:21:48,"RT @KKarrof: ياخي ال⚽️جننت ال🧠
#الاتحاد_الهلال
فوز #الهلال 🦈او #الاتحاد 🐅
حتى صافرة البداية سجل توقعك للنتيجة وادخل السحب
🥇:وليمة 🐏مجاناً
🥈…",['#الرياض'],ar,0.41,0.47,0.1,0.67
1525518415414403073,@Rabab98780179,2022-05-14 16:48:27,"RT @xraykh_: سحب على 1500﷼ لثلاث اشخاص 

لمتابعيني 

ريتويت لتغريدة ✅

وعدنا الساعه 5:00 م 

#محمد_بن_زايد أسأل الله له توفيق 🇦🇪",مكة,ar,0.43,0.4,0.11,0.5
1525518415120703490,@Elenor54645121,2022-05-14 16:48:27,"14/05/2022 07:48:18 م

ٱےهےربَ ٱےهـربَ
?؟

سےفے نمشے https://t.co/VVUMd9zqtU",مكة,ar,0.83,0.0,0.5745893272710746,0.95
1525518416332849153,@NadaMagdii17,2022-05-14 16:48:27,"اليومين دول مبعملش حاجه غير ان بعيط عشان صعبان عليا نفسي 
اتخدعت ف اقرب الناس ليا واتذيت من ناس عمري م زعلتهم فعلا",مكة,ar,0.16,0.05,0.05,0.16
1525518418920841218,@tttaa25641635,2022-05-14 16:48:28,@zunvrals7 م سمعتي الشاعر وش يقول ( بعض اليوالف لبسوها شراعي و مقعادها في بيت اهلها جميله),مكة,ar,0.66,0.01,0.32,0.79
1525518420359397377,@_e3_e,2022-05-14 16:48:28,@23a1qp7 لوضع م يطمن صراحه اخرت مابا😂😂,مكة,ar,0.53,0.39,0.36,0.9
1525518424205668352,@f__e_b,2022-05-14 16:48:29,RT @Noor_il2: م طــرى بــالبــال شـي جــديد غــير ذكـــرى قـديـمہ ليـت ماضـيھا يـعـود !,مكة,ar,0.53,0.6,0.14,0.6
1525518424448933888,@Amany_Alashkar,2022-05-14 16:48:29,RT @yourrfavvDoc: اتأذيت بطريقه صعبه من كل اللي حبيتهم من كل قلبي بجد بقيت بعيط بطريقه بشعه اول مره اشوفني كدا ودي حاجه عمري م اسامح فيها،…,مكة,ar,0.17,0.04,0.09,0.32
1525518424260100096,@Dalene93950334,2022-05-14 16:48:29,14/05/2022 06:48:27 م   ٱےَهَےربَ  ٱےهـربَ https://t.co/vrOLxOG6dK,مكة,ar,0.64,0.0,0.4886737465752624,0.99
1525771540884869122,@mjnonk663,2022-05-15 09:34:17,"RT @saeed_ALkhled: ✴️ بدايةً من اليوم ..
اتاحة تسجيل الطلاب المحتاجين في برنامج #تكافل للعام الدراسي القادم 1444هـ، 
ولمدة 3 أسابيع على نظا…",الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,ar,0.47,0.62,0.03,0.62
1525771540847009794,@rooozam1,2022-05-15 09:34:17,"#جبر_الخواطر

خاطبو قلوب الناس قبل اذانهم ؛
وابحثوا عن أرق وأجمل وأروع الكلمات ..
فالكلمات الراقية :
نهر بارد ؛ يتر… https://t.co/cpBfqI1E68",الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,ar,0.41,0.35,0.04,0.72
1525771540939382784,@hur44_oo,2022-05-15 09:34:17,RT @hur44_oo: سَيطيب كل شيء ذات يوم .,الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,ar,0.28,0.18,0.22,0.71
1525771540947775489,@roshdy_khalil,2022-05-15 09:34:17,"RT @feisalfouad: إنا لله و إنا إليه راجعون 
امي في ذمة الله ..
نسألكم الدعاء بالرحمه و المغفرة https://t.co/GPMpmIBPT1",الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,ar,0.28,0.37,0.08,0.42
1525771541195243521,@abofawaz91911,2022-05-15 09:34:17,RT @KuwaitNews: تستقبل بورصة الكويت سيولة أجنبية بقيمة 144 مليون دولار ستضخها مؤسسات عالمية بإتجاه 5 أسهم قرّرت مورغان ستانلي خلال مراجعتها…,الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,ar,0.24,0.22,0.06,0.33
1525771541228752897,@MEWqOtRBgI19nub,2022-05-15 09:34:17,"RT @xraykh_: اليوم مسابقتنا غيرررر 😍🎁
وراح تكون على جهاز 
iPhone 13 📱
.
كل اللي عليك تسويه: 
تابعني +ريتويت للتغريده
.
موعدنا كالعادة الساع…",الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,ar,0.24,0.27,0.11,0.34
1525771541363019776,@Honshawey,2022-05-15 09:34:17,معاكي واحد كان ماسك الطبلة في طابور اعدادي و ثانوي,الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,ar,0.1,0.04,0.02,0.21
1525771541333557250,@noryyouf,2022-05-15 09:34:17,RT @MQ8mashal: دكتور القلب الذي أسر القلب 🤍💐,الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,und,0.15,0.21,0.01,0.06
1525771541484552193,@aazzqqss2000,2022-05-15 09:34:17,"RT @z8_kuw: هدية 500 ريال
رتويت وتابع @SaeedAldousary 

السحب من الرتويت إلكتروني مُوثق .",الدوري -filter:retweets& C:/Users/Moaya/AppData/Local/Microsoft/WindowsApps/python3.10.exe c:/Users/Moaya/Desktop/TwitFakeApp/main.py,ar,0.39,0.4,0.05,0.55
1525775775802195969,@adlyn_adrian15,2022-05-15 09:51:07,"(🟢)زيارات سبا منزلية و فندقية
(🟢)خدمة 24 ساعة

(🟢)الدفع عند الوصول
(🟢)  بالرياض بجدة الان ❤️
(🟢)A man is as old مسا… https://t.co/geeKhTD6Ds",كوب OR المدينة,ar,0.68,0.07,0.45,0.95
1525775776515338241,@HassanM50096188,2022-05-15 09:51:07,"RT @itti_hero: 🚨- سمير عثمان لـ اكشن مع وليد :
من حق الاتحاد أن يطلب قارة الحكم ولا يحق لهم تحديد اسم الحكم .

محمد الشيخ : ليس حق مكتسب و…",كوب OR المدينة,ar,0.25,0.51,0.07,0.34
1525775776737546240,@Saeed82971322,2022-05-15 09:51:07,@US_World1 🤣😂😂🤣🤣😂بدري ي طيب,كوب OR المدينة,ar,0.5,0.06,0.27,0.4
1525775777161150464,@jmq_71,2022-05-15 09:51:07,@na__sser03 حتى السنه هاذي بشكل عام هاديه م فيها شي,كوب OR المدينة,ar,0.22,0.09,0.03,0.26
1525775777131859968,@bobbobb68447181,2022-05-15 09:51:07,"RT @Mubark_m9: للأمانة الصحفية و من باب إعطاء الحق للمصمم 

اشكر  حساب  kora_sport  في تطبيق تيك توك على منحي مساحة بسيطة في حسابهم الثري 🌹🙏",كوب OR المدينة,ar,0.11,0.07,0.06,0.41
1525775777307959298,@jeger_soldat,2022-05-15 09:51:07,@IYJ_1 المغزي هو أنها تنطبق عليها الشروط ، فا البعض عنده أي عمل شونن لازم فيه سلبيات معينه و ممكن السلبيات دي تكون في السينن عادي,كوب OR المدينة,ar,0.3,0.13,0.28,0.72
1525775777467445248,@SirFawzyZ,2022-05-15 09:51:07,@Mohamed_Tahoun7 كان زمان و جبر معاليك ، هم يقدروا يحموا حدودهم كويس قوي ، و انت مفيش اي تغير فجائي عندك ممكن يحصل بالمنظر ده,كوب OR المدينة,ar,0.12,0.18,0.05,0.33
1525775777580474369,@aminah__700,2022-05-15 09:51:07,"RT @dmam_0563520729: دينا نقل عفش بالدمام
شركة نقل عفش بالدمام
نقل عفش خارج الدمام
تريلا نقل عفش بالدمام
لوري نقل عفش بالدمام
نقل عفش داخل…",كوب OR المدينة,ar,0.52,0.28,0.19,0.72
1525775777433899009,@vFc5T6sAmJWSKGD,2022-05-15 09:51:07,RT @Mr_smmsm: ردد معي ثلاث مرات “سبحان الله وبحمده،عدد خلقه،ورضى نفسه،وزنة عرشه،ومداد كلماته” “انشرها و أعد تغريدها ليكتب لك بإذن الله أجر…,كوب OR المدينة,ar,0.54,0.1,0.07,0.78
1525775776339181570,@Bn_Hashim,2022-05-15 09:51:07,"ما توفيك المعاني و الحروف
يا زعيم المرجلة في كل حال

لك مواقف مثل ما حز السيوف
حازم  بعزمك  إلى  حد  المحال

معدنك… https://t.co/WSKTKReJ82",كوب OR المدينة,ar,0.02,0.22,0.0,0.08
1525775778281148418,@hardyahmad2,2022-05-15 09:51:07,اللهم اكفنى بحلالك عن حرامك و أغنني بفضلك عمن سواك.❣️,كوب OR المدينة,ar,0.66,0.0,0.69,0.93
1525775778188754945,@lolzlolzlolllz,2022-05-15 09:51:07,هو فعلياً اه عمله و مزيكته هي اللي خلته بقا ال star اللي متشاف دلوقتي قبله كان شاب موهوب اندريتيد عادي و بيسمعه شري… https://t.co/HdDJZA0QQH,كوب OR المدينة,ar,0.13,0.0,0.09,0.32
1525775779103232000,@gironafcarb1930,2022-05-15 09:51:07,مباراة اليوم امام @RealSporting قد تكون اهم لقاء للطرفين في الموسم ، خيخون يبتعد عن الهبوط بنقطتين وجيرونا عن الساب… https://t.co/ung91vDvQD,كوب OR المدينة,ar,0.08,0.09,0.09,0.28
